63.29,-22.18,1.00
-65.82,76.47,1.00
31.58,46.93,1.00
-52.27,62.77,-1.00
96.71,30.41,1.00
53.97,14.62,1.00
36.67,80.76,1.00
-16.15,23.68,1.00
17.66,13.73,1.00
27.97,87.55,-1.00
85.24,-2.10,1.00
41.33,12.88,1.00
-15.46,84.81,1.00
60.93,77.67,1.00
55.22,76.63,1.00
-67.90,78.95,1.00
-15.62,47.90,1.00
-3.82,93.56,1.00
30.04,54.02,1.00
85.35,79.58,1.00
-18.68,24.29,1.00
-78.70,62.73,1.00
-17.67,56.26,1.00
-34.75,33.94,1.00
-41.44,86.75,1.00
74.65,-30.05,-1.00
81.13,21.52,-1.00
14.72,14.97,1.00
3.93,9.84,1.00
86.82,-62.68,1.00
86.13,36.51,1.00
90.63,-0.12,1.00
45.83,33.20,1.00
-40.87,47.89,1.00
83.60,97.93,-1.00
82.80,40.40,-1.00
97.06,98.22,1.00
75.52,-18.95,1.00
-17.03,44.59,1.00
-93.00,91.56,1.00
7.93,39.01,1.00
18.46,35.54,1.00
44.95,-27.35,1.00
88.23,27.44,1.00
7.99,98.47,1.00
13.45,-9.95,1.00
99.60,-9.57,1.00
-59.99,95.50,1.00
27.71,59.27,1.00
-25.25,82.71,1.00
-70.63,56.99,1.00
-45.08,85.10,1.00
89.20,72.54,1.00
77.49,-50.41,1.00
-15.00,71.17,1.00
79.58,72.05,1.00
21.89,82.65,-1.00
-38.15,61.57,1.00
-75.96,86.25,1.00
-80.87,66.82,1.00
3.02,86.99,1.00
88.15,-56.78,1.00
38.30,-1.46,1.00
-19.15,82.32,-1.00
25.23,17.81,-1.00
62.37,79.72,1.00
53.60,63.30,1.00
97.56,-17.08,-1.00
59.95,-13.85,1.00
77.55,90.14,1.00
-63.31,70.27,1.00
65.81,-17.28,1.00
18.14,52.41,1.00
-9.52,17.78,1.00
97.26,10.81,1.00
46.01,-17.55,-1.00
16.50,66.77,1.00
-10.59,56.56,1.00
33.38,53.17,1.00
64.77,17.11,1.00
-46.99,39.97,1.00
77.97,-41.51,1.00
-54.78,72.57,1.00
-44.40,60.14,1.00
35.09,-25.14,1.00
-6.72,9.83,1.00
62.10,16.28,1.00
-12.24,47.05,1.00
2.42,38.45,1.00
63.86,84.56,1.00
88.53,-14.21,1.00
84.36,-60.45,1.00
89.25,50.25,-1.00
95.39,14.03,1.00
-48.67,48.23,1.00
-1.36,46.24,-1.00
0.70,10.80,1.00
89.17,-40.43,1.00
71.91,37.43,1.00
70.81,-55.32,1.00
54.57,-41.67,1.00
-38.16,60.18,-1.00
-8.60,25.85,1.00
56.92,51.24,1.00
-66.23,52.40,1.00
45.56,40.40,1.00
3.25,70.05,1.00
56.64,2.02,1.00
80.70,-33.46,1.00
97.91,52.61,1.00
-91.71,94.53,1.00
55.67,83.32,1.00
38.21,90.51,1.00
61.41,-33.01,1.00
49.21,70.70,1.00
80.94,0.81,1.00
55.18,55.87,1.00
-0.29,32.79,1.00
95.34,83.47,1.00
-24.20,19.44,1.00
33.49,-7.91,1.00
35.33,11.34,1.00
29.88,-7.66,1.00
91.75,-72.80,1.00
94.73,-59.91,1.00
52.52,3.90,1.00
57.04,33.53,1.00
16.90,53.20,1.00
40.58,-15.10,1.00
41.87,20.31,-1.00
55.27,5.26,1.00
-55.23,53.70,1.00
37.54,51.49,1.00
38.66,10.81,1.00
77.33,28.74,1.00
70.99,-1.36,1.00
32.72,-8.65,1.00
2.62,0.53,1.00
91.76,33.95,1.00
72.30,82.92,1.00
44.03,21.88,1.00
-86.65,86.98,1.00
-80.44,83.67,1.00
-71.29,84.18,1.00
79.82,1.17,1.00
70.43,-6.74,-1.00
61.12,88.95,1.00
-39.94,39.14,1.00
-99.12,82.60,1.00
-52.11,66.14,1.00
96.62,-16.62,1.00
-6.87,56.98,1.00
-49.38,49.60,1.00
99.90,42.80,1.00
-50.26,45.92,1.00
28.43,88.63,1.00
16.02,84.69,1.00
71.19,46.07,1.00
91.05,-65.02,1.00
30.04,15.31,1.00
43.68,61.25,1.00
89.86,47.48,1.00
-49.56,62.76,1.00
54.03,24.68,-1.00
44.55,94.89,1.00
62.13,91.42,1.00
51.65,72.09,1.00
-37.95,30.30,1.00
9.58,26.32,1.00
39.99,5.20,1.00
-96.31,87.64,1.00
95.36,-50.06,1.00
-21.15,93.81,1.00
49.70,90.25,1.00
51.66,-20.71,1.00
-17.12,62.07,1.00
-38.28,45.39,1.00
43.85,-17.20,1.00
70.30,73.57,1.00
51.80,-36.19,1.00
44.27,6.48,1.00
72.53,-36.99,1.00
59.92,-42.16,1.00
73.91,97.11,1.00
26.81,58.32,1.00
-69.07,89.07,1.00
88.11,-27.82,1.00
-17.97,39.44,1.00
25.80,58.78,1.00
15.68,26.76,1.00
21.20,94.31,1.00
99.58,-6.86,1.00
56.36,29.90,1.00
-39.91,94.02,1.00
-11.77,40.47,1.00
86.80,80.69,-1.00
92.27,-11.19,-1.00
19.76,-3.77,1.00
16.43,72.15,1.00
2.98,68.22,1.00
-67.23,89.53,1.00
99.27,71.98,1.00
99.26,-57.45,1.00
46.96,-25.07,1.00
-89.33,87.34,1.00
-20.83,26.31,1.00
93.71,-47.68,1.00
41.50,40.01,1.00
97.90,-13.27,1.00
91.12,93.11,1.00
36.76,88.15,1.00
62.84,-28.55,1.00
39.55,70.09,1.00
11.62,84.99,1.00
60.60,55.62,1.00
-32.20,53.64,1.00
34.39,33.47,1.00
-21.08,80.71,1.00
-4.02,75.22,1.00
-17.26,81.92,1.00
-21.36,36.08,1.00
57.83,-21.80,1.00
95.73,-68.81,1.00
-22.30,39.10,1.00
62.06,98.44,1.00
-40.99,88.31,1.00
12.16,91.74,1.00
53.62,-37.38,1.00
42.49,81.14,1.00
-28.99,51.86,1.00
10.44,95.34,1.00
90.09,15.47,1.00
61.30,13.81,1.00
-13.63,50.56,1.00
-63.46,66.96,1.00
35.72,-16.12,1.00
73.64,84.44,1.00
75.42,92.70,1.00
59.67,63.89,1.00
13.57,0.61,1.00
-23.12,34.73,1.00
-67.01,63.94,1.00
3.55,77.01,1.00
93.37,21.23,1.00
54.43,56.75,-1.00
37.59,-15.10,1.00
13.81,33.10,1.00
-28.11,68.92,1.00
-38.13,50.60,1.00
61.02,-13.50,1.00
15.40,-12.36,1.00
59.65,-45.11,1.00
48.38,-13.38,1.00
43.71,96.37,1.00
46.03,63.82,1.00
-76.72,75.56,1.00
58.17,48.94,1.00
22.50,53.63,1.00
44.60,63.25,1.00
-32.65,57.80,1.00
5.64,90.69,1.00
18.87,20.91,1.00
-67.44,56.27,-1.00
86.93,55.57,1.00
24.55,30.29,1.00
8.69,28.29,1.00
70.36,-17.55,1.00
55.42,73.95,1.00
-75.42,71.87,-1.00
-20.65,96.29,1.00
87.12,26.25,1.00
36.03,-24.23,1.00
-38.59,69.22,1.00
-30.94,58.87,1.00
-3.90,55.23,1.00
-74.91,92.50,1.00
-93.79,93.48,1.00
72.71,84.94,-1.00
13.56,21.17,1.00
-29.64,63.48,1.00
-53.78,50.68,1.00
63.18,-1.21,1.00
-31.70,31.21,1.00
76.22,45.67,1.00
93.50,20.75,1.00
91.73,68.48,1.00
39.08,-0.61,1.00
81.16,84.37,1.00
48.60,16.73,1.00
97.52,33.85,1.00
-22.39,81.01,1.00
-10.41,16.96,1.00
-50.04,51.98,1.00
70.61,65.01,1.00
28.03,90.84,1.00
96.12,93.05,-1.00
38.04,4.31,1.00
-52.20,73.89,1.00
-16.27,42.30,1.00
92.29,26.95,1.00
71.20,-20.60,1.00
-39.86,32.07,-1.00
-12.43,45.44,1.00
-86.71,85.11,-1.00
84.32,68.18,1.00
26.91,94.99,1.00
52.77,82.43,1.00
48.20,-39.10,1.00
48.13,70.44,1.00
99.43,-55.56,1.00
45.17,65.07,-1.00
22.60,64.62,1.00
49.02,70.07,1.00
-27.97,78.98,1.00
22.87,42.11,1.00
21.06,63.59,1.00
71.54,92.48,1.00
29.86,61.13,1.00
-16.32,35.38,1.00
43.02,75.67,-1.00
60.30,33.23,-1.00
86.86,4.48,1.00
94.17,97.76,1.00
84.01,21.80,1.00
5.31,48.02,1.00
73.64,44.15,1.00
77.91,-40.27,1.00
-57.70,63.80,1.00
71.72,70.15,-1.00
-23.63,89.89,1.00
37.24,-14.21,1.00
14.02,53.44,1.00
38.31,-0.99,1.00
75.43,42.31,1.00
-0.98,34.80,1.00
7.97,26.66,1.00
40.98,2.79,1.00
38.57,49.11,1.00
-29.20,27.63,1.00
45.71,18.37,1.00
-55.97,89.82,1.00
-30.52,74.63,1.00
-15.21,87.37,1.00
84.18,69.33,1.00
84.28,42.57,1.00
95.14,-75.57,1.00
86.77,-65.80,1.00
95.36,-61.30,1.00
-86.99,78.11,-1.00
12.69,60.81,1.00
-40.08,65.06,1.00
47.04,-0.51,1.00
81.40,-18.76,-1.00
-41.60,61.44,1.00
-87.75,93.61,1.00
-57.08,58.42,1.00
-38.89,42.18,1.00
-8.28,75.27,1.00
87.97,-68.57,1.00
28.57,70.54,1.00
85.42,69.34,1.00
-26.63,37.22,1.00
-24.41,94.31,1.00
34.65,73.80,1.00
63.69,53.94,1.00
-53.25,63.52,1.00
38.11,39.46,1.00
66.51,-32.65,1.00
28.17,87.10,1.00
67.69,36.42,1.00
-28.43,77.04,1.00
54.77,-33.97,1.00
77.58,28.78,1.00
31.75,57.04,1.00
59.03,56.03,1.00
-13.13,20.98,1.00
25.06,-11.86,1.00
78.72,-51.68,1.00
17.43,45.13,1.00
7.06,72.38,1.00
56.04,-10.52,-1.00
72.66,23.64,1.00
82.78,3.25,1.00
87.46,-40.53,1.00
34.79,64.23,1.00
66.42,91.98,1.00
98.98,95.43,-1.00
95.70,54.52,-1.00
-11.88,22.78,1.00
98.66,72.42,1.00
92.31,-15.41,1.00
97.81,-18.19,1.00
51.08,74.45,1.00
-8.64,18.53,1.00
80.98,45.83,1.00
-37.05,62.64,1.00
-97.16,94.95,1.00
78.94,-37.52,1.00
30.67,47.88,1.00
84.32,73.20,1.00
-0.66,0.45,1.00
67.44,-52.26,1.00
84.08,56.32,-1.00
-83.38,66.13,1.00
52.97,45.10,1.00
-24.01,49.19,1.00
11.24,50.94,1.00
3.67,65.70,1.00
91.65,-35.28,1.00
20.46,92.37,1.00
62.14,65.30,1.00
60.30,7.16,1.00
66.29,61.17,1.00
41.35,-20.45,1.00
15.80,22.77,1.00
-2.22,99.82,1.00
84.74,21.39,1.00
60.43,95.41,1.00
79.97,21.84,1.00
85.59,38.31,1.00
65.40,-52.78,1.00
73.75,36.99,1.00
28.81,52.07,1.00
31.32,-4.84,1.00
9.04,39.55,1.00
72.69,80.14,1.00
8.43,11.35,1.00
88.27,65.96,1.00
34.94,77.67,1.00
77.34,-6.33,1.00
-62.42,68.31,-1.00
-3.87,63.87,1.00
7.31,97.58,1.00
-6.35,30.43,1.00
-27.19,97.04,1.00
3.47,83.24,1.00
-51.08,86.74,1.00
-41.63,64.96,1.00
81.95,56.66,1.00
-86.31,84.71,1.00
-39.68,81.81,1.00
43.04,14.82,1.00
26.09,82.17,1.00
-7.70,42.72,1.00
27.01,17.27,1.00
-43.75,56.67,-1.00
28.25,47.68,1.00
43.52,58.52,-1.00
-45.23,94.17,1.00
-30.76,79.26,1.00
-72.82,58.32,1.00
-28.51,60.56,1.00
-2.09,48.48,-1.00
66.62,40.23,1.00
29.66,74.01,1.00
-92.94,82.55,1.00
20.75,-13.59,1.00
95.46,-71.44,1.00
-41.33,95.96,1.00
86.51,23.30,1.00
-47.68,87.56,1.00
51.50,76.88,1.00
-22.31,30.33,1.00
49.99,10.44,1.00
33.90,10.43,1.00
85.02,96.85,1.00
5.11,52.45,1.00
85.15,-22.37,1.00
12.73,84.68,1.00
-80.30,71.31,1.00
-15.94,25.66,1.00
1.15,41.89,1.00
-37.47,57.62,1.00
-34.89,34.10,1.00
45.09,76.90,1.00
30.58,21.31,1.00
52.41,54.38,1.00
32.03,-6.17,1.00
49.49,26.67,1.00
97.68,-75.54,1.00
82.36,91.10,-1.00
-11.95,76.57,1.00
61.13,83.44,1.00
80.77,9.11,1.00
-82.66,95.64,1.00
-26.77,31.54,1.00
99.03,53.83,1.00
94.38,10.69,1.00
40.03,49.65,1.00
-34.82,59.41,1.00
-33.94,85.59,1.00
-6.69,48.27,1.00
81.46,10.85,1.00
75.38,79.64,1.00
89.15,52.62,1.00
-53.47,44.71,1.00
84.51,80.80,1.00
60.51,-9.73,-1.00
91.95,-12.19,1.00
54.32,30.84,1.00
39.74,-23.81,1.00
73.29,92.22,1.00
-55.55,46.10,1.00
85.09,-1.72,1.00
-74.58,95.44,1.00
-19.85,94.40,1.00
25.71,36.68,1.00
4.08,27.92,1.00
-73.69,67.38,1.00
87.62,-37.17,1.00
-62.68,56.43,1.00
36.35,31.40,1.00
56.39,10.76,1.00
70.37,94.07,1.00
88.75,15.95,-1.00
81.09,57.24,1.00
19.79,97.78,1.00
-39.51,80.25,1.00
13.19,88.24,1.00
-71.28,83.84,1.00
-30.01,68.82,1.00
31.06,34.51,1.00
54.09,6.53,1.00
-68.15,58.53,1.00
98.65,28.31,-1.00
86.61,10.53,1.00
-7.53,23.40,-1.00
14.26,0.35,1.00
99.85,-44.73,1.00
59.65,-15.54,1.00
11.51,89.15,1.00
-84.14,73.19,1.00
-93.21,84.16,1.00
12.68,19.41,1.00
49.98,-12.13,1.00
-28.19,67.86,1.00
27.78,78.73,1.00
75.40,-59.58,1.00
71.21,9.73,1.00
57.25,49.60,1.00
-20.81,29.56,1.00
59.81,18.72,1.00
-98.81,80.78,1.00
32.93,8.12,1.00
80.00,-46.42,1.00
37.56,-30.18,1.00
63.83,81.37,1.00
75.96,88.98,1.00
56.68,-13.91,1.00
13.27,7.53,1.00
99.00,20.53,-1.00
15.77,31.44,1.00
37.45,58.07,1.00
83.86,34.25,1.00
85.68,45.20,1.00
-3.53,76.59,1.00
28.04,13.96,1.00
48.77,10.85,1.00
40.23,64.41,-1.00
68.18,17.33,1.00
86.67,-55.74,1.00
40.75,-16.85,1.00
56.58,42.23,1.00
73.08,57.00,1.00
62.27,75.08,1.00
-12.65,29.30,-1.00
91.92,39.44,1.00
77.59,-46.50,1.00
-9.11,27.73,1.00
-22.93,64.57,1.00
-4.24,16.54,1.00
91.59,-63.58,1.00
80.93,54.38,1.00
-14.86,96.18,1.00
95.22,1.99,1.00
95.33,-63.15,1.00
61.02,27.58,-1.00
-37.05,91.08,1.00
71.36,-38.75,1.00
2.00,0.73,1.00
17.57,2.74,1.00
-3.98,26.00,1.00
74.46,-57.51,1.00
89.70,8.37,1.00
46.32,34.81,1.00
-41.36,71.13,1.00
38.32,56.64,-1.00
52.93,77.15,-1.00
73.46,-21.20,-1.00
-8.73,59.43,1.00
61.87,-32.63,1.00
-49.00,89.98,1.00
20.18,26.94,1.00
-40.79,61.90,1.00
70.89,-12.68,1.00
-17.03,74.23,1.00
0.06,63.22,1.00
73.44,65.86,1.00
-18.17,93.04,1.00
49.15,81.78,1.00
-3.26,78.38,-1.00
43.30,99.68,1.00
56.05,81.37,1.00
-95.90,90.31,1.00
82.77,-17.95,1.00
24.01,-12.40,-1.00
48.68,-35.48,1.00
6.43,24.32,1.00
-23.28,93.41,1.00
-69.64,59.39,-1.00
69.33,-42.97,1.00
11.71,9.03,1.00
65.46,51.56,1.00
18.66,89.26,1.00
27.19,-6.30,1.00
78.86,-11.90,1.00
87.89,-22.88,1.00
-4.84,97.04,1.00
9.98,-0.82,1.00
-34.12,44.57,1.00
-89.90,76.25,1.00
24.50,9.71,1.00
-32.47,82.00,1.00
78.48,70.30,1.00
28.08,17.83,1.00
-72.88,65.81,1.00
-52.88,77.80,1.00
10.11,66.84,-1.00
90.03,-20.28,1.00
91.28,96.02,1.00
-60.45,92.60,-1.00
91.26,8.22,1.00
86.39,-64.41,1.00
87.67,-17.03,1.00
5.18,69.43,1.00
36.65,51.84,1.00
88.81,-15.31,1.00
62.78,-44.90,1.00
-41.08,67.72,1.00
17.41,1.05,1.00
-6.26,58.03,1.00
27.42,95.40,1.00
15.45,89.50,1.00
97.12,87.80,1.00
75.54,46.49,1.00
6.67,59.09,1.00
-75.01,83.94,1.00
64.97,89.26,1.00
6.46,28.17,-1.00
95.41,15.84,1.00
75.04,36.87,1.00
73.55,-23.79,1.00
-35.68,36.04,1.00
-45.75,97.99,1.00
21.72,-16.05,1.00
-20.48,73.97,-1.00
26.64,2.75,1.00
52.93,-31.06,1.00
-24.88,73.50,1.00
53.26,52.38,1.00
-8.44,50.23,1.00
-1.52,87.00,1.00
-94.26,99.83,1.00
71.85,32.42,1.00
-29.38,31.06,1.00
62.07,88.16,1.00
38.70,93.40,1.00
-81.71,96.24,1.00
-70.59,61.73,1.00
-9.12,16.99,-1.00
-26.29,41.09,-1.00
95.18,-45.89,1.00
16.27,50.43,1.00
22.26,-17.02,1.00
-19.35,82.81,1.00
-0.75,39.05,1.00
63.62,1.14,1.00
79.01,19.47,1.00
79.59,57.83,1.00
94.36,-31.84,1.00
7.50,-6.38,1.00
-3.11,18.62,1.00
12.80,31.06,1.00
10.62,89.20,1.00
63.91,29.38,1.00
51.20,9.23,1.00
-37.67,31.39,1.00
-23.53,98.93,1.00
61.96,-41.74,1.00
51.20,-8.41,1.00
88.43,-30.66,1.00
-5.59,96.00,1.00
-40.31,50.75,1.00
49.33,68.83,1.00
75.40,-23.50,1.00
82.29,96.88,1.00
-72.54,86.08,1.00
50.66,79.92,1.00
19.17,90.12,1.00
6.20,45.13,1.00
86.93,-8.73,1.00
10.25,37.51,1.00
88.58,77.40,1.00
69.41,65.71,1.00
-1.00,97.67,-1.00
-46.33,63.87,1.00
92.31,15.30,-1.00
81.25,-48.60,1.00
36.98,98.81,1.00
-39.00,93.99,1.00
-65.15,66.64,1.00
96.19,75.47,1.00
77.85,52.43,1.00
-37.46,78.21,1.00
64.00,78.68,1.00
39.68,58.24,1.00
88.56,-9.95,1.00
80.68,-51.02,1.00
57.09,46.11,1.00
73.30,-32.24,1.00
63.82,59.97,-1.00
8.23,76.24,1.00
45.87,39.99,1.00
93.90,35.36,1.00
64.74,-24.85,1.00
3.90,53.68,1.00
43.95,61.68,1.00
57.73,98.02,1.00
79.86,-9.94,1.00
35.30,60.93,1.00
46.17,-0.21,1.00
-42.24,40.14,1.00
75.47,92.80,1.00
94.26,-60.20,1.00
-25.44,75.82,1.00
46.33,52.28,1.00
54.46,11.85,1.00
-30.73,62.53,1.00
67.05,-35.01,-1.00
32.69,82.41,1.00
68.05,-54.68,1.00
45.22,71.74,1.00
-60.49,94.22,1.00
2.06,90.89,1.00
64.76,14.75,-1.00
-15.80,87.36,1.00
89.03,16.16,1.00
-90.77,90.57,1.00
47.84,10.22,1.00
37.75,59.88,1.00
67.66,-3.97,-1.00
87.67,-23.95,1.00
65.45,38.86,1.00
-9.16,76.36,-1.00
-7.19,45.48,1.00
40.64,16.27,1.00
50.35,-29.00,1.00
-29.63,73.40,1.00
39.37,0.28,1.00
-16.45,57.46,1.00
29.52,84.89,1.00
78.65,-4.26,1.00
-79.91,90.69,1.00
44.04,38.66,1.00
65.45,98.81,1.00
61.16,7.78,1.00
-21.91,80.94,1.00
34.65,97.39,1.00
68.68,-16.76,1.00
-46.84,49.39,1.00
-70.55,79.68,1.00
-67.20,99.90,-1.00
58.98,-43.37,1.00
-38.76,40.33,1.00
8.74,74.91,1.00
91.45,29.78,1.00
20.61,87.31,1.00
68.93,4.00,1.00
-66.66,60.26,-1.00
11.60,67.58,1.00
35.91,87.93,1.00
-30.85,75.17,1.00
52.85,81.23,1.00
49.67,66.75,1.00
77.97,28.06,-1.00
18.77,98.08,1.00
2.89,53.94,1.00
69.15,-3.24,1.00
1.69,11.36,1.00
45.06,98.60,1.00
-25.94,55.97,1.00
95.34,26.79,1.00
98.11,-2.04,1.00
-63.43,50.41,1.00
-53.98,78.73,1.00
-50.88,76.73,-1.00
80.04,-19.80,1.00
-21.32,19.31,1.00
-6.98,66.16,1.00
39.15,64.89,1.00
-60.64,54.52,1.00
-91.34,90.05,1.00
-24.76,79.12,1.00
-54.28,58.40,1.00
-60.99,57.38,1.00
-11.19,28.75,1.00
-47.90,50.42,1.00
93.85,91.36,1.00
14.80,-11.14,1.00
58.38,93.53,1.00
-35.01,96.66,1.00
35.52,-22.71,1.00
-5.55,49.91,-1.00
40.18,-19.72,1.00
71.95,75.58,1.00
32.34,77.11,1.00
28.77,13.92,1.00
93.17,-34.06,1.00
35.80,60.81,1.00
75.03,82.45,1.00
47.45,29.54,1.00
75.60,-8.73,-1.00
47.53,-13.03,1.00
54.30,-5.40,1.00
50.50,0.87,1.00
65.91,18.67,-1.00
-56.85,81.56,1.00
49.08,52.21,1.00
30.88,-23.88,1.00
-23.80,34.69,1.00
37.05,-13.82,1.00
24.50,73.47,-1.00
46.27,-30.15,1.00
-71.17,99.83,1.00
65.00,-4.15,1.00
51.46,46.15,1.00
63.71,-5.50,1.00
2.68,23.13,1.00
80.96,50.04,1.00
-15.04,-25.78,-1.00
-86.85,-53.09,-1.00
71.15,-60.63,1.00
63.78,-94.38,-1.00
48.12,-96.41,-1.00
70.27,-93.97,-1.00
-48.98,-24.58,1.00
-56.17,-38.25,-1.00
-31.02,-24.20,-1.00
-32.01,-75.70,-1.00
-94.31,5.94,-1.00
-90.65,-63.66,-1.00
-98.48,-88.39,-1.00
-94.23,-85.71,-1.00
-79.45,-31.86,-1.00
9.42,-98.52,-1.00
-87.63,-96.77,-1.00
-55.34,-86.06,-1.00
-57.88,28.49,-1.00
-72.20,-20.86,1.00
8.11,-38.53,-1.00
-63.39,-11.08,-1.00
-91.75,-67.89,1.00
-88.43,36.91,-1.00
-12.50,-12.28,1.00
45.55,-42.93,-1.00
-22.30,-36.43,-1.00
76.93,-95.02,-1.00
-53.11,4.68,-1.00
0.11,-36.20,-1.00
-44.30,-29.77,-1.00
0.29,-74.94,-1.00
-83.94,-40.48,-1.00
-91.70,-30.14,-1.00
-59.56,-93.73,1.00
-70.35,27.74,-1.00
-56.22,14.68,-1.00
1.98,-35.09,-1.00
24.37,-40.37,1.00
76.07,-88.59,-1.00
63.99,-99.75,-1.00
-98.76,2.41,-1.00
-99.89,-11.97,-1.00
-87.57,-42.20,1.00
-80.16,-35.71,-1.00
-27.45,-90.67,-1.00
91.37,-88.76,-1.00
-81.17,-72.54,-1.00
-51.10,-91.73,1.00
-8.92,-48.66,-1.00
-37.64,-24.25,1.00
-87.12,-64.89,-1.00
77.09,-76.62,-1.00
-92.24,43.76,-1.00
-65.92,-27.01,-1.00
-99.88,-71.79,-1.00
-68.63,-60.48,-1.00
-24.23,-74.75,-1.00
-88.96,52.92,-1.00
-11.31,-1.06,-1.00
54.81,-84.96,-1.00
41.80,-95.32,-1.00
-74.36,45.43,-1.00
-66.05,1.87,-1.00
-97.77,39.87,1.00
7.98,-89.97,-1.00
21.94,-98.87,-1.00
-42.30,13.09,-1.00
5.64,-89.89,-1.00
-61.48,-95.32,-1.00
-29.55,-28.72,-1.00
-16.38,8.98,-1.00
-93.68,48.76,-1.00
-92.32,33.42,-1.00
-84.50,-85.31,-1.00
39.71,-57.63,1.00
-73.64,51.12,-1.00
-88.00,-43.00,-1.00
-57.07,-30.52,-1.00
-46.99,-56.08,-1.00
-94.90,0.15,-1.00
-91.95,-39.24,-1.00
-35.25,15.92,-1.00
-55.87,21.38,-1.00
28.23,-41.93,-1.00
18.13,-75.89,-1.00
-81.06,4.05,-1.00
-91.37,-42.64,-1.00
-76.74,-54.96,1.00
-54.43,-38.62,-1.00
51.92,-68.94,-1.00
-42.60,29.84,-1.00
-50.42,-81.71,-1.00
-92.50,-9.18,-1.00
-95.48,-71.86,-1.00
-31.09,13.25,-1.00
-72.21,35.01,-1.00
